NAICS Code,NAICS Title,Valid From,Valid To,tblBeazOccMap,tblPCL_NAICSMap,tblEPL_COBMap,NAICS_Key,SIC_Code
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers - 423620",5064
423690,Other Electronic Parts and Equipment Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Other Electronic Parts and Equipment Merchant Wholesalers - 423690,5065
423710,Hardware Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Hardware Merchant Wholesalers - 423710,5072
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers - 423720,5064
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers - 423730,5075
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Refrigeration Equipment and Supplies Merchant Wholesalers - 423740,5078
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers - 423810,5082
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Farm and Garden Machinery and Equipment Merchant Wholesalers - 423820,5083
423830,Industrial Machinery and Equipment Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Industrial Machinery and Equipment Merchant Wholesalers - 423830,5084
423840,Industrial Supplies Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Industrial Supplies Merchant Wholesalers - 423840,5085
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Service Establishment Equipment and Supplies Merchant Wholesalers - 423850,5087
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers - 423860,5088
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Sporting and Recreational Goods and Supplies Merchant Wholesalers - 423910,5091
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Toy and Hobby Goods and Supplies Merchant Wholesalers - 423920,5092
423930,Recyclable Material Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Recyclable Material Merchant Wholesalers - 423930,5093
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers - 423940",5094
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Other Miscellaneous Durable Goods Merchant Wholesalers - 423990,5099
424110,Printing and Writing Paper Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Printing and Writing Paper Merchant Wholesalers - 424110,5111
424120,Stationery and Office Supplies Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Stationery and Office Supplies Merchant Wholesalers - 424120,5112
424130,Industrial and Personal Service Paper Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Industrial and Personal Service Paper Merchant Wholesalers - 424130,5113
424210,Drugs and Druggists' Sundries Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Drugs and Druggists' Sundries Merchant Wholesalers - 424210,5122
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers - 424310",5131
424340,Footwear Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Footwear Merchant Wholesalers - 424340,5139
424350,Clothing and Clothing Accessories Merchant Wholesalers,01/01/2022,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Clothing and Clothing Accessories Merchant Wholesalers - 424350,5136
424410,General Line Grocery Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",General Line Grocery Merchant Wholesalers - 424410,5141
424420,Packaged Frozen Food Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Packaged Frozen Food Merchant Wholesalers - 424420,5142
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Dairy Product (except Dried or Canned) Merchant Wholesalers - 424430,5143
424440,Poultry and Poultry Product Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Poultry and Poultry Product Merchant Wholesalers - 424440,5144
424450,Confectionery Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Confectionery Merchant Wholesalers - 424450,5145
424460,Fish and Seafood Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Fish and Seafood Merchant Wholesalers - 424460,5146
424470,Meat and Meat Product Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Meat and Meat Product Merchant Wholesalers - 424470,5147
424480,Fresh Fruit and Vegetable Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Fresh Fruit and Vegetable Merchant Wholesalers - 424480,5148
424490,Other Grocery and Related Products Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Other Grocery and Related Products Merchant Wholesalers - 424490,5149
424510,Grain and Field Bean Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Grain and Field Bean Merchant Wholesalers - 424510,5153
424520,Livestock Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Livestock Merchant Wholesalers - 424520,5154
424590,Other Farm Product Raw Material Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Other Farm Product Raw Material Merchant Wholesalers - 424590,5159
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Plastics Materials and Basic Forms and Shapes Merchant Wholesalers - 424610,5162
424690,Other Chemical and Allied Products Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Other Chemical and Allied Products Merchant Wholesalers - 424690,5169
424710,Petroleum Bulk Stations and Terminals,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Petroleum Bulk Stations and Terminals - 424710,5171
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) - 424720,5172
424810,Beer and Ale Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Beer and Ale Merchant Wholesalers - 424810,5181
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Wine and Distilled Alcoholic Beverage Merchant Wholesalers - 424820,5182
424910,Farm Supplies Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Farm Supplies Merchant Wholesalers - 424910,5191
424920,"Book, Periodical, and Newspaper Merchant Wholesalers",01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D","Book, Periodical, and Newspaper Merchant Wholesalers - 424920",5192
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D","Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers - 424930",5193
424940,Tobacco Product and Electronic Cigarette Merchant Wholesalers,01/01/2022,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Tobacco Product and Electronic Cigarette Merchant Wholesalers - 424940,5194
424950,"Paint, Varnish, and Supplies Merchant Wholesalers",01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D","Paint, Varnish, and Supplies Merchant Wholesalers - 424950",5198
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Other Miscellaneous Nondurable Goods Merchant Wholesalers - 424990,5199
425120,Wholesale Trade Agents and Brokers,01/01/2022,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Wholesale Trade Agents and Brokers - 425120,5012
425120,Wholesale Trade Agents and Brokers,01/01/2017,31/12/9999,Wholesale,Not in either table,"Class not in Table A, B, C, or D",Wholesale Trade Agents and Brokers - 425120,5012
441110,New Car Dealers,01/01/2017,31/12/9999,Auto Dealer,Not in either table,Table B,New Car Dealers - 441110,5511
441120,Used Car Dealers,01/01/2017,31/12/9999,Auto Dealer,Not in either table,Table B,Used Car Dealers - 441120,5521
441210,Recreational Vehicle Dealers,01/01/2017,31/12/9999,Auto Dealer,Not in either table,Table B,Recreational Vehicle Dealers - 441210,5561
441222,Boat Dealers,01/01/2017,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Boat Dealers - 441222,5551
441227,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",01/01/2022,31/12/9999,Auto Dealer,Not in either table,Table B,"Motorcycle, ATV, and All Other Motor Vehicle Dealers - 441227",5571
441330,Automotive Parts and Accessories Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Automotive Parts and Accessories Retailers - 441330,5013
441340,Tire Dealers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Tire Dealers - 441340,5014
444110,Home Centers,01/01/2017,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Home Centers - 444110,5031
444120,Paint and Wallpaper Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Paint and Wallpaper Retailers - 444120,5231
444140,Hardware Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Hardware Retailers - 444140,5072
444180,Other Building Material Dealers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Other Building Material Dealers - 444180,5032
444230,Outdoor Power Equipment Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Outdoor Power Equipment Retailers - 444230,5083
444240,"Nursery, Garden Center, and Farm Supply Retailers",01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D","Nursery, Garden Center, and Farm Supply Retailers - 444240",5153
445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers),01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Supermarkets and Other Grocery Retailers (except Convenience Retailers) - 445110,5141
445131,Convenience Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Convenience Retailers - 445131,5411
445132,Vending Machine Operators,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Vending Machine Operators - 445132,5962
445230,Fruit and Vegetable Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Fruit and Vegetable Retailers - 445230,5148
445240,Meat Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Meat Retailers - 445240,5144
445250,Fish and Seafood Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Fish and Seafood Retailers - 445250,5146
445291,Baked Goods Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Baked Goods Retailers - 445291,5461
445292,Confectionery and Nut Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Confectionery and Nut Retailers - 445292,5145
445298,All Other Specialty Food Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",All Other Specialty Food Retailers - 445298,5143
445320,"Beer, Wine, and Liquor Retailers",01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D","Beer, Wine, and Liquor Retailers - 445320",5181
449110,Furniture Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Furniture Retailers - 449110,5021
449121,Floor Covering Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Floor Covering Retailers - 449121,5023
449122,Window Treatment Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Window Treatment Retailers - 449122,5714
449129,All Other Home Furnishings Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",All Other Home Furnishings Retailers - 449129,5719
449210,Electronics and Appliance Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Electronics and Appliance Retailers - 449210,5064
455110,Department Stores,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Department Stores - 455110,5311
455211,Warehouse Clubs and Supercenters,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Warehouse Clubs and Supercenters - 455211,5311
455219,All Other General Merchandise Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",All Other General Merchandise Retailers - 455219,5331
456110,Pharmacies and Drug Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Pharmacies and Drug Retailers - 456110,5122
456120,"Cosmetics, Beauty Supplies, and Perfume Retailers",01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D","Cosmetics, Beauty Supplies, and Perfume Retailers - 456120",5087
456130,Optical Goods Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Optical Goods Retailers - 456130,5995
456191,Food (Health) Supplement Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Food (Health) Supplement Retailers - 456191,5122
456199,All Other Health and Personal Care Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",All Other Health and Personal Care Retailers - 456199,5047
457110,Gasoline Stations with Convenience Stores,01/01/2022,31/12/9999,Gas Station,Not in either table,"Class not in Table A, B, C, or D",Gasoline Stations with Convenience Stores - 457110,5411
457120,Other Gasoline Stations,01/01/2022,31/12/9999,Gas Station,Not in either table,"Class not in Table A, B, C, or D",Other Gasoline Stations - 457120,5541
457210,Fuel Dealers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Fuel Dealers - 457210,5171
458110,Clothing and Clothing Accessories Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Clothing and Clothing Accessories Retailers - 458110,5136
458210,Shoe Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Shoe Retailers - 458210,5139
458310,Jewelry Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Jewelry Retailers - 458310,5094
458320,Luggage and Leather Goods Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Luggage and Leather Goods Retailers - 458320,5948
459110,Sporting Goods Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Sporting Goods Retailers - 459110,5091
459120,"Hobby, Toy, and Game Retailers",01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D","Hobby, Toy, and Game Retailers - 459120",5092
459130,"Sewing, Needlework, and Piece Goods Retailers",01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D","Sewing, Needlework, and Piece Goods Retailers - 459130",5131
459140,Musical Instrument and Supplies Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Musical Instrument and Supplies Retailers - 459140,5736
459210,Book Retailers and News Dealers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Book Retailers and News Dealers - 459210,5192
459310,Florists,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Florists - 459310,5992
459410,Office Supplies and Stationery Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Office Supplies and Stationery Retailers - 459410,5044
459420,"Gift, Novelty, and Souvenir Retailers",01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D","Gift, Novelty, and Souvenir Retailers - 459420",5199
459510,Used Merchandise Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Used Merchandise Retailers - 459510,5932
459910,Pet and Pet Supplies Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Pet and Pet Supplies Retailers - 459910,5149
459920,Art Dealers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Art Dealers - 459920,5999
459930,Manufactured (Mobile) Home Dealers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",Manufactured (Mobile) Home Dealers - 459930,5271
459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers",01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D","Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers - 459991",5194
459999,All Other Miscellaneous Retailers,01/01/2022,31/12/9999,Retail,Not in either table,"Class not in Table A, B, C, or D",All Other Miscellaneous Retailers - 459999,5085
481111,Scheduled Passenger Air Transportation,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Scheduled Passenger Air Transportation - 481111,4512
481112,Scheduled Freight Air Transportation,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Scheduled Freight Air Transportation - 481112,4512
481211,Nonscheduled Chartered Passenger Air Transportation,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Nonscheduled Chartered Passenger Air Transportation - 481211,4522
481212,Nonscheduled Chartered Freight Air Transportation,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Nonscheduled Chartered Freight Air Transportation - 481212,4522
481219,Other Nonscheduled Air Transportation,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Other Nonscheduled Air Transportation - 481219,4522
482111,Line-Haul Railroads,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Line-Haul Railroads - 482111,4011
482112,Short Line Railroads,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Short Line Railroads - 482112,4013
483111,Deep Sea Freight Transportation,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Deep Sea Freight Transportation - 483111,4412
483112,Deep Sea Passenger Transportation,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Deep Sea Passenger Transportation - 483112,4481
483113,Coastal and Great Lakes Freight Transportation,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Coastal and Great Lakes Freight Transportation - 483113,4424
483114,Coastal and Great Lakes Passenger Transportation,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Coastal and Great Lakes Passenger Transportation - 483114,4481
483211,Inland Water Freight Transportation,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Inland Water Freight Transportation - 483211,4449
483212,Inland Water Passenger Transportation,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Inland Water Passenger Transportation - 483212,4482
484110,"General Freight Trucking, Local",01/01/2017,31/12/9999,Trucking,Not in either table,"Class not in Table A, B, C, or D","General Freight Trucking, Local - 484110",4212
484121,"General Freight Trucking, Long-Distance, Truckload",01/01/2017,31/12/9999,Trucking,Not in either table,"Class not in Table A, B, C, or D","General Freight Trucking, Long-Distance, Truckload - 484121",4213
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",01/01/2017,31/12/9999,Trucking,Not in either table,"Class not in Table A, B, C, or D","General Freight Trucking, Long-Distance, Less Than Truckload - 484122",4213
484210,Used Household and Office Goods Moving,01/01/2017,31/12/9999,Trucking,Not in either table,"Class not in Table A, B, C, or D",Used Household and Office Goods Moving - 484210,4212
484220,"Specialized Freight (except Used Goods) Trucking, Local",01/01/2017,31/12/9999,Trucking,Not in either table,"Class not in Table A, B, C, or D","Specialized Freight (except Used Goods) Trucking, Local - 484220",4212
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",01/01/2017,31/12/9999,Trucking,Not in either table,"Class not in Table A, B, C, or D","Specialized Freight (except Used Goods) Trucking, Long-Distance - 484230",4213
485111,Mixed Mode Transit Systems,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Mixed Mode Transit Systems - 485111,4111
485112,Commuter Rail Systems,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Commuter Rail Systems - 485112,4111
485113,Bus and Other Motor Vehicle Transit Systems,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Bus and Other Motor Vehicle Transit Systems - 485113,4111
485119,Other Urban Transit Systems,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Other Urban Transit Systems - 485119,4111
485210,Interurban and Rural Bus Transportation,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Interurban and Rural Bus Transportation - 485210,4131
485310,Taxi and Ridesharing Services,01/01/2022,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Taxi and Ridesharing Services - 485310,4121
485320,Limousine Service,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Limousine Service - 485320,4119
485410,School and Employee Bus Transportation,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",School and Employee Bus Transportation - 485410,4119
485510,Charter Bus Industry,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Charter Bus Industry - 485510,4141
485991,Special Needs Transportation,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Special Needs Transportation - 485991,4119
485999,All Other Transit and Ground Passenger Transportation,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",All Other Transit and Ground Passenger Transportation - 485999,4111
486110,Pipeline Transportation of Crude Oil,01/01/2017,31/12/9999,Oil & Gas,Not in either table,"Class not in Table A, B, C, or D",Pipeline Transportation of Crude Oil - 486110,4612
486210,Pipeline Transportation of Natural Gas,01/01/2017,31/12/9999,Oil & Gas,Not in either table,"Class not in Table A, B, C, or D",Pipeline Transportation of Natural Gas - 486210,4922
486910,Pipeline Transportation of Refined Petroleum Products,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Pipeline Transportation of Refined Petroleum Products - 486910,4613
486990,All Other Pipeline Transportation,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",All Other Pipeline Transportation - 486990,4619
487110,"Scenic and Sightseeing Transportation, Land",01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D","Scenic and Sightseeing Transportation, Land - 487110",4119
487210,"Scenic and Sightseeing Transportation, Water",01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D","Scenic and Sightseeing Transportation, Water - 487210",4489
487990,"Scenic and Sightseeing Transportation, Other",01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D","Scenic and Sightseeing Transportation, Other - 487990",4522
488111,Air Traffic Control,01/01/2017,31/12/9999,Transportation,Not in either table,"Class not in Table A, B, C, or D",Air Traffic Control - 488111,4581
488119,Other Airport Operations,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Other Airport Operations - 488119,4581
488190,Other Support Activities for Air Transportation,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Other Support Activities for Air Transportation - 488190,4581
488210,Support Activities for Rail Transportation,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Support Activities for Rail Transportation - 488210,4013
488310,Port and Harbor Operations,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Port and Harbor Operations - 488310,4491
488320,Marine Cargo Handling,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Marine Cargo Handling - 488320,4491
488330,Navigational Services to Shipping,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Navigational Services to Shipping - 488330,4492
488390,Other Support Activities for Water Transportation,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Other Support Activities for Water Transportation - 488390,3731
488410,Motor Vehicle Towing,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Motor Vehicle Towing - 488410,7549
488490,Other Support Activities for Road Transportation,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",Other Support Activities for Road Transportation - 488490,4173
488510,Freight Transportation Arrangement,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Freight Transportation Arrangement - 488510,4731
488991,Packing and Crating,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Packing and Crating - 488991,4783
488999,All Other Support Activities for Transportation,01/01/2017,31/12/9999,Service,Not in either table,"Class not in Table A, B, C, or D",All Other Support Activities for Transportation - 488999,4729
491110,Postal Service,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Postal Service - 491110,4311
492110,Couriers and Express Delivery Services,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Couriers and Express Delivery Services - 492110,4215
492210,Local Messengers and Local Delivery,01/01/2017,31/12/9999,Distributor,Not in either table,"Class not in Table A, B, C, or D",Local Messengers and Local Delivery - 492210,4215
493110,General Warehousing and Storage,01/01/2017,31/12/9999,Storage,Not in either table,"Class not in Table A, B, C, or D",General Warehousing and Storage - 493110,4225
