SIC Code 2ch,SIC Code 4ch,Industry Description 2ch,Industry Description 4ch,Industry Group,Industry
35,3596,Industrial and Commercial Machinery and Computer Equipment,"Scales and Balances, Except Laboratory",Manufacturing,Finished Goods: Precision Equipment
35,3599,Industrial and Commercial Machinery and Computer Equipment,"Industrial Machinery, NEC",Manufacturing,Finished Goods: Heavy Equipment
36,3612,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt","Power, Distribution and Specialty Transformers",Manufacturing,Finished Goods: Electronics & Computing
36,3613,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Switchgear and Switchboard Apparatus,Manufacturing,Finished Goods: Electronics & Computing
36,3621,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Motors and Generators,Manufacturing,Finished Goods: Electronics & Computing
36,3624,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Carbon and Graphite Products,Manufacturing,Finished Goods: Electronics & Computing
36,3625,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Relays and Industrial Controls,Manufacturing,Finished Goods: Electronics & Computing
36,3629,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Electrical Industrial Apparatus,Manufacturing,Finished Goods: Electronics & Computing
36,3631,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Household Cooking Equipment,Manufacturing,Finished Goods: Electronics & Computing
36,3632,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Household Refrigerators and Freezers,Manufacturing,Finished Goods: Electronics & Computing
36,3633,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Household Laundry Equipment,Manufacturing,Finished Goods: Electronics & Computing
36,3634,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Electric Housewares and Fans,Manufacturing,Finished Goods: Electronics & Computing
36,3635,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Household Vacuum Cleaners,Manufacturing,Finished Goods: Electronics & Computing
36,3639,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt","Household Appliances, NEC",Manufacturing,Finished Goods: Electronics & Computing
36,3641,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Electric Lamps,Manufacturing,Finished Goods: Electronics & Computing
36,3643,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Current-carrying Wiring Devices,Manufacturing,Finished Goods: Electronics & Computing
36,3644,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Noncurrent-carrying Wiring Devices,Manufacturing,Finished Goods: Electronics & Computing
36,3645,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Residential Lighting Fixtures,Manufacturing,Finished Goods: Electronics & Computing
36,3646,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Commercial Lighting Fixtures,Manufacturing,Finished Goods: Electronics & Computing
36,3647,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Vehicular Lighting Equipment,Manufacturing,Finished Goods: Electronics & Computing
36,3648,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt","Lighting Equipment, NEC",Manufacturing,Finished Goods: Electronics & Computing
36,3651,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Household Audio and Video Equipment,Manufacturing,Finished Goods: Electronics & Computing
36,3652,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Prerecorded Records and Tapes,Manufacturing,Finished Goods: Electronics & Computing
36,3661,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Telephone and Telegraph Apparatus,Manufacturing,Finished Goods: Electronics & Computing
36,3663,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Radio and T.v. Communications Equipment,Manufacturing,Finished Goods: Electronics & Computing
36,3669,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt","Communications Equipment, NEC",Manufacturing,Finished Goods: Electronics & Computing
36,3671,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Electron Tubes,Manufacturing,Finished Goods: Electronics & Computing
36,3672,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Printed Circuit Boards,Manufacturing,Finished Goods: Electronics & Computing
36,3674,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Semiconductors and Related Devices,Manufacturing,Finished Goods: Electronics & Computing
36,3675,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Electronic Capacitors,Manufacturing,Finished Goods: Electronics & Computing
36,3676,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Electronic Resistors,Manufacturing,Finished Goods: Electronics & Computing
36,3677,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Electronic Coils and Transformers,Manufacturing,Finished Goods: Electronics & Computing
36,3678,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Electronic Connectors,Manufacturing,Finished Goods: Electronics & Computing
36,3679,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt","Electronic Components, NEC",Manufacturing,Finished Goods: Electronics & Computing
36,3691,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Storage Batteries,Manufacturing,Finished Goods: Electronics & Computing
36,3692,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt","Primary Batteries, Dry and Wet",Manufacturing,Finished Goods: Electronics & Computing
36,3694,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Engine Electrical Equipment,Manufacturing,Finished Goods: Electronics & Computing
36,3695,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt",Magnetic and Optical Recording Media,Manufacturing,Finished Goods: Electronics & Computing
36,3699,"Electronic, Elctrcl Eqpmnt & Cmpnts, Excpt Computer Eqpmnt","Electrical Equipment and Supplies, NEC",Manufacturing,Finished Goods: Electronics & Computing
37,3711,Transportation Equipment,Motor Vehicles and Car Bodies,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3713,Transportation Equipment,Truck and Bus Bodies,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3714,Transportation Equipment,Motor Vehicle Parts and Accessories,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3715,Transportation Equipment,Truck Trailers,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3716,Transportation Equipment,Motor Homes,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3721,Transportation Equipment,Aircraft,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3724,Transportation Equipment,Aircraft Engines and Engine Parts,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3728,Transportation Equipment,"Aircraft Parts and Equipment, NEC",Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3731,Transportation Equipment,Shipbuilding and Repairing,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3732,Transportation Equipment,Boatbuilding and Repairing,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3743,Transportation Equipment,Railroad Equipment,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3751,Transportation Equipment,"Motorcycles, Bicycles, and Parts",Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3761,Transportation Equipment,Guided Missiles and Space Vehicles,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3764,Transportation Equipment,Space Propulsion Units and Parts,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3769,Transportation Equipment,"Space Vehicle Equipment, NEC",Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3792,Transportation Equipment,Travel Trailers and Campers,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3795,Transportation Equipment,Tanks and Tank Components,Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
37,3799,Transportation Equipment,"Transportation Equipment, NEC",Manufacturing,"Finished Goods: Vehicles, Vessels & Transport Equipment"
38,3812,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Search and Navigation Equipment,Manufacturing,Finished Goods: Precision Equipment
38,3821,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Laboratory Apparatus and Furniture,Manufacturing,Finished Goods: Precision Equipment
38,3822,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Environmental Controls,Manufacturing,Finished Goods: Precision Equipment
38,3823,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Process Control Instruments,Manufacturing,Finished Goods: Precision Equipment
38,3824,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Fluid Meters and Counting Devices,Manufacturing,Finished Goods: Precision Equipment
38,3825,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Instruments To Measure Electricity,Manufacturing,Finished Goods: Precision Equipment
38,3826,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Analytical Instruments,Manufacturing,Finished Goods: Precision Equipment
38,3827,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Optical Instruments and Lenses,Manufacturing,Finished Goods: Precision Equipment
38,3829,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,"Measuring and Controlling Devices, NEC",Manufacturing,Finished Goods: Precision Equipment
38,3841,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Surgical and Medical Instruments,Manufacturing,Finished Goods: Precision Equipment
38,3842,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Surgical Appliances and Supplies,Manufacturing,Finished Goods: Precision Equipment
38,3843,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Dental Equipment and Supplies,Manufacturing,Finished Goods: Precision Equipment
38,3844,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,X-ray Apparatus and Tubes,Manufacturing,Finished Goods: Precision Equipment
38,3845,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Electromedical Equipment,Manufacturing,Finished Goods: Precision Equipment
38,3851,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Ophthalmic Goods,Manufacturing,Finished Goods: Precision Equipment
38,3861,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,Photographic Equipment and Supplies,Manufacturing,Finished Goods: Precision Equipment
38,3873,Mesr/Anlyz/Cntrl Instrmnts; Photo/Med/Opt Gds; Watchs/Clocks,"Watches, Clocks, Watchcases, and Parts",Manufacturing,Finished Goods: Luxury Goods
39,3911,Miscellaneous Manufacturing Industries,"Jewelry, Precious Metal",Manufacturing,Finished Goods: Luxury Goods
39,3914,Miscellaneous Manufacturing Industries,"Silverware, Plated Ware, and Stainless Steel Ware",Manufacturing,Finished Goods: Luxury Goods
39,3915,Miscellaneous Manufacturing Industries,"Jewelers' Findings and Materials, and Lapidary Work",Manufacturing,Finished Goods: Luxury Goods
39,3931,Miscellaneous Manufacturing Industries,Musical Instruments,Manufacturing,Finished Goods: Home Goods/Decor & Recreation
39,3942,Miscellaneous Manufacturing Industries,Dolls and Stuffed Toys,Manufacturing,Finished Goods: Home Goods/Decor & Recreation
39,3944,Miscellaneous Manufacturing Industries,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles",Manufacturing,Finished Goods: Home Goods/Decor & Recreation
39,3949,Miscellaneous Manufacturing Industries,"Sporting and Athletic Goods, NEC",Manufacturing,Finished Goods: Home Goods/Decor & Recreation
39,3951,Miscellaneous Manufacturing Industries,"Pens, Mechanical Pencils, and Parts",Manufacturing,Finished Goods: Home Goods/Decor & Recreation
39,3952,Miscellaneous Manufacturing Industries,"Lead Pencils, Crayons, and Artists' Materials",Manufacturing,Finished Goods: Home Goods/Decor & Recreation
39,3953,Miscellaneous Manufacturing Industries,Marking Devices,Manufacturing,Finished Goods: Precision Equipment
39,3955,Miscellaneous Manufacturing Industries,Carbon Paper and Inked Ribbons,Manufacturing,Finished Goods: Precision Equipment
39,3961,Miscellaneous Manufacturing Industries,"Costume Jewelry and Costume Novelties, Except Precious Metal",Manufacturing,Finished Goods: Home Goods/Decor & Recreation
39,3965,Miscellaneous Manufacturing Industries,"Fasteners, Buttons, Needles, and Pins",Manufacturing,Finished Goods: Home Goods/Decor & Recreation
39,3991,Miscellaneous Manufacturing Industries,Brooms and Brushes,Manufacturing,Finished Goods: Home Goods/Decor & Recreation
39,3993,Miscellaneous Manufacturing Industries,Signs and Advertising Specialties,Manufacturing,Other Goods
39,3995,Miscellaneous Manufacturing Industries,Burial Caskets,Manufacturing,Other Goods
39,3996,Miscellaneous Manufacturing Industries,"Linoleum, Asphalted-Felt-Base, and Other Hard Surface Floor Coverings, NEC",Manufacturing,Construction Materials
39,3999,Miscellaneous Manufacturing Industries,"Manufacturing Industries, NEC",Manufacturing,Other Goods
40,4011,Railroad Transportation,"Railroads, Line-haul Operating",In-Person Industries,Transportation: Freight Transport
40,4013,Railroad Transportation,Switching and Terminal Services,In-Person Industries,Transportation: Freight Transport
41,4111,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport",Local and Suburban Transit,In-Person Industries,Transportation: Transit/Passenger Transport
41,4119,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport","Local Passenger Transportation, NEC",In-Person Industries,Transportation: Transit/Passenger Transport
41,4121,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport",Taxicabs,In-Person Industries,Transportation: Transit/Passenger Transport
41,4131,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport",Intercity and Rural Bus Transportation,In-Person Industries,Transportation: Transit/Passenger Transport
41,4141,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport",Local Bus Charter Service,In-Person Industries,Transportation: Transit/Passenger Transport
41,4142,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport","Bus Charter Service, Except Local",In-Person Industries,Transportation: Transit/Passenger Transport
41,4151,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport",School Buses,In-Person Industries,Transportation: Transit/Passenger Transport
41,4173,"Local, Suburban Transit & Interurbn Hgwy Passenger Transport",Bus Terminal and Service Facilities,In-Person Industries,Transportation: Transit/Passenger Transport
42,4212,Motor Freight Transportation,"Local Trucking, Without Storage",In-Person Industries,Transportation: Freight Transport
42,4213,Motor Freight Transportation,"Trucking, Except Local",In-Person Industries,Transportation: Freight Transport
42,4214,Motor Freight Transportation,Local Trucking With Storage,In-Person Industries,Transportation: Freight Transport
42,4215,Motor Freight Transportation,"Courier Services, Except By Air",In-Person Industries,Transportation: Freight Transport
42,4221,Motor Freight Transportation,Farm Product Warehousing and Storage,In-Person Industries,Transportation: Freight Transport
42,4222,Motor Freight Transportation,Refrigerated Warehousing and Storage,In-Person Industries,Transportation: Freight Transport
42,4225,Motor Freight Transportation,General Warehousing and Storage,In-Person Industries,Transportation: Freight Transport
42,4226,Motor Freight Transportation,"Special Warehousing and Storage, NEC",In-Person Industries,Transportation: Freight Transport
42,4231,Motor Freight Transportation,Trucking Terminal Facilities,In-Person Industries,Transportation: Freight Transport
43,4311,United States Postal Service,U.S. Postal Service,In-Person Industries,Transportation: Freight Transport
44,4412,Water Transportation,Deep Sea Foreign Transportation of Freight,In-Person Industries,Transportation: Freight Transport
44,4424,Water Transportation,Deep Sea Domestic Transportation of Freight,In-Person Industries,Transportation: Freight Transport
44,4432,Water Transportation,Freight Transportation On The Great Lakes,In-Person Industries,Transportation: Freight Transport
44,4449,Water Transportation,Water Transportation of Freight,In-Person Industries,Transportation: Freight Transport
44,4481,Water Transportation,"Deep Sea Passenger Transportation, Except Ferry",In-Person Industries,Transportation: Transit/Passenger Transport
44,4482,Water Transportation,Ferries,In-Person Industries,Transportation: Transit/Passenger Transport
44,4489,Water Transportation,Water Passenger Transportation,In-Person Industries,Transportation: Transit/Passenger Transport
44,4491,Water Transportation,Marine Cargo Handling,In-Person Industries,Transportation: Freight Transport
44,4492,Water Transportation,Towing and Tugboat Service,In-Person Industries,"Transportation: Airports, Marinas, Depots & Associated"
44,4493,Water Transportation,Marinas,In-Person Industries,"Transportation: Airports, Marinas, Depots & Associated"
44,4499,Water Transportation,"Water Transportation Services, NEC",In-Person Industries,"Transportation: Airports, Marinas, Depots & Associated"
45,4512,Transportation by Air,"Air Transportation, Scheduled",In-Person Industries,Transportation: Transit/Passenger Transport
45,4513,Transportation by Air,Air Courier Services,In-Person Industries,Transportation: Freight Transport
45,4522,Transportation by Air,"Air Transportation, Nonscheduled",In-Person Industries,Transportation: Transit/Passenger Transport
45,4581,Transportation by Air,"Airports, Flying Fields, and Services",In-Person Industries,"Transportation: Airports, Marinas, Depots & Associated"
46,4612,"Pipelines, Except Natural Gas",Crude Petroleum Pipelines,In-Person Industries,Utilities/Pipelines & Communication
46,4613,"Pipelines, Except Natural Gas",Refined Petroleum Pipelines,In-Person Industries,Utilities/Pipelines & Communication
46,4619,"Pipelines, Except Natural Gas","Pipelines, NEC",In-Person Industries,Utilities/Pipelines & Communication
47,4724,Transportation Services,Travel Agencies,In-Person Industries,Transportation: Transit/Passenger Transport
47,4725,Transportation Services,Tour Operators,In-Person Industries,Transportation: Transit/Passenger Transport
47,4729,Transportation Services,Passenger Transportation Arrangement,In-Person Industries,Transportation: Transit/Passenger Transport
47,4731,Transportation Services,Freight Transportation Arrangement,In-Person Industries,Transportation: Freight Transport
47,4741,Transportation Services,Rental of Railroad Cars,In-Person Industries,Transportation: Freight Transport
47,4783,Transportation Services,Packing and Crating,In-Person Industries,Transportation: Freight Transport
47,4785,Transportation Services,Inspection and Fixed Facilities,In-Person Industries,Transportation: Freight Transport
47,4789,Transportation Services,"Transportation Services, NEC",In-Person Industries,Transportation: Freight Transport
48,4812,Communications,Radiotelephone Communication,In-Person Industries,Utilities/Pipelines & Communication
48,4813,Communications,"Telephone Communication, Except Radio",In-Person Industries,Utilities/Pipelines & Communication
48,4822,Communications,Telegraph and Other Communications,In-Person Industries,Utilities/Pipelines & Communication
48,4832,Communications,Radio Broadcasting Stations,In-Person Industries,Utilities/Pipelines & Communication
48,4833,Communications,Television Broadcasting Stations,In-Person Industries,Utilities/Pipelines & Communication
48,4841,Communications,Cable and Other Pay Television Services,In-Person Industries,Utilities/Pipelines & Communication
48,4899,Communications,"Communication Services, NEC",In-Person Industries,Utilities/Pipelines & Communication
49,4911,"Electric, Gas and Sanitary Services",Electric Services,In-Person Industries,Utilities/Pipelines & Communication
49,4922,"Electric, Gas and Sanitary Services",Natural Gas Transmission,In-Person Industries,Utilities/Pipelines & Communication
49,4923,"Electric, Gas and Sanitary Services",Natural Gas Transmission and Distribution,In-Person Industries,Utilities/Pipelines & Communication
49,4924,"Electric, Gas and Sanitary Services",Natural Gas Distribution,In-Person Industries,Utilities/Pipelines & Communication
49,4925,"Electric, Gas and Sanitary Services","Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or Distribution",In-Person Industries,Utilities/Pipelines & Communication
49,4931,"Electric, Gas and Sanitary Services",Electric and Other Services Combined,In-Person Industries,Utilities/Pipelines & Communication
49,4932,"Electric, Gas and Sanitary Services",Gas and Other Services Combined,In-Person Industries,Utilities/Pipelines & Communication
49,4939,"Electric, Gas and Sanitary Services","Combination Utilities, NEC",In-Person Industries,Utilities/Pipelines & Communication
49,4941,"Electric, Gas and Sanitary Services",Water Supply,In-Person Industries,Utilities/Pipelines & Communication
49,4952,"Electric, Gas and Sanitary Services",Sewerage Systems,In-Person Industries,Utilities/Pipelines & Communication
49,4953,"Electric, Gas and Sanitary Services",Refuse Systems,In-Person Industries,Utilities/Pipelines & Communication
49,4959,"Electric, Gas and Sanitary Services","Sanitary Services, NEC",In-Person Industries,Utilities/Pipelines & Communication
49,4961,"Electric, Gas and Sanitary Services",Steam and Air-Conditioning Supply,In-Person Industries,Utilities/Pipelines & Communication
49,4971,"Electric, Gas and Sanitary Services",Irrigation Systems,In-Person Industries,Utilities/Pipelines & Communication
50,5012,Wholesale Trade - Durable Goods,Automobiles and Other Motor Vehicles,Wholesale Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
50,5013,Wholesale Trade - Durable Goods,Motor Vehicle Supplies and New Parts,Wholesale Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
50,5014,Wholesale Trade - Durable Goods,Tires and Tubes,Wholesale Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
50,5015,Wholesale Trade - Durable Goods,"Motor Vehicle Parts, Used",Wholesale Trade,"Finished Goods: Vehicles, Vessels & Transport Equipment"
50,5021,Wholesale Trade - Durable Goods,Furniture,Wholesale Trade,Finished Goods: Home Goods/Decor & Recreation
50,5023,Wholesale Trade - Durable Goods,Homefurnishings,Wholesale Trade,Finished Goods: Home Goods/Decor & Recreation
50,5031,Wholesale Trade - Durable Goods,"Lumber, Plywood, and Millwork",Wholesale Trade,Construction Materials
50,5032,Wholesale Trade - Durable Goods,"Brick, Stone, and Related Material",Wholesale Trade,Construction Materials
50,5033,Wholesale Trade - Durable Goods,"Roofing, Siding, and Insulation",Wholesale Trade,Construction Materials
50,5039,Wholesale Trade - Durable Goods,"Construction Materials, NEC",Wholesale Trade,Construction Materials
50,5043,Wholesale Trade - Durable Goods,Photographic Equipment and Supplies,Wholesale Trade,Finished Goods: Precision Equipment
50,5044,Wholesale Trade - Durable Goods,Office Equipment,Wholesale Trade,Finished Goods: Electronics & Computing
50,5045,Wholesale Trade - Durable Goods,"Computers, Peripherals, and Software",Wholesale Trade,Finished Goods: Electronics & Computing
50,5046,Wholesale Trade - Durable Goods,"Commercial Equipment, NEC",Wholesale Trade,Finished Goods: Specialized Products
50,5047,Wholesale Trade - Durable Goods,Medical and Hospital Equipment,Wholesale Trade,Finished Goods: Specialized Products
50,5048,Wholesale Trade - Durable Goods,Ophthalmic Goods,Wholesale Trade,Finished Goods: Precision Equipment
50,5049,Wholesale Trade - Durable Goods,"Professional Equipment, NEC",Wholesale Trade,Finished Goods: Specialized Products
50,5051,Wholesale Trade - Durable Goods,Metals Service Centers and Offices,Wholesale Trade,Raw Materials & Fuels
50,5052,Wholesale Trade - Durable Goods,Coal and Other Minerals and Ores,Wholesale Trade,Raw Materials & Fuels
50,5063,Wholesale Trade - Durable Goods,Electrical Apparatus and Equipment,Wholesale Trade,Finished Goods: Electronics & Computing
50,5064,Wholesale Trade - Durable Goods,"Electrical Appliances, Television and Radio",Wholesale Trade,Finished Goods: Electronics & Computing
50,5065,Wholesale Trade - Durable Goods,"Electronic Parts and Equipment, NEC",Wholesale Trade,Finished Goods: Electronics & Computing
50,5072,Wholesale Trade - Durable Goods,Hardware,Wholesale Trade,Construction Materials
50,5074,Wholesale Trade - Durable Goods,Plumbing and Hydronic Heating Supplies,Wholesale Trade,Finished Goods: Specialized Products
50,5075,Wholesale Trade - Durable Goods,Warm Air Heating and Air Conditioning,Wholesale Trade,Finished Goods: Specialized Products
50,5078,Wholesale Trade - Durable Goods,Refrigeration Equipment and Supplies,Wholesale Trade,Finished Goods: Heavy Equipment
50,5082,Wholesale Trade - Durable Goods,Construction and Mining Machinery,Wholesale Trade,Finished Goods: Heavy Equipment
50,5083,Wholesale Trade - Durable Goods,Farm and Garden Machinery,Wholesale Trade,Finished Goods: Heavy Equipment
50,5084,Wholesale Trade - Durable Goods,Industrial Machinery and Equipment,Wholesale Trade,Finished Goods: Heavy Equipment
50,5085,Wholesale Trade - Durable Goods,Industrial Supplies,Wholesale Trade,Finished Goods: Heavy Equipment
50,5087,Wholesale Trade - Durable Goods,Service Establishment Equipment,Wholesale Trade,Finished Goods: Heavy Equipment
50,5088,Wholesale Trade - Durable Goods,Transportation Equipment and Supplies,Wholesale Trade,Finished Goods: Specialized Products
50,5091,Wholesale Trade - Durable Goods,Sporting and Recreation Goods,Wholesale Trade,Finished Goods: Home Goods/Decor & Recreation
50,5092,Wholesale Trade - Durable Goods,Toys and Hobby Goods and Supplies,Wholesale Trade,Finished Goods: Home Goods/Decor & Recreation
50,5093,Wholesale Trade - Durable Goods,Scrap and Waste Materials,Wholesale Trade,Other Goods
50,5094,Wholesale Trade - Durable Goods,Jewelry and Precious Stones,Wholesale Trade,Finished Goods: Luxury Goods
50,5099,Wholesale Trade - Durable Goods,"Durable Goods, NEC",Wholesale Trade,Other Goods
51,5111,Wholesale Trade - Nondurable Goods,Printing and Writing Paper,Wholesale Trade,"Print Material, Paper/Stationery & Associated"
51,5112,Wholesale Trade - Nondurable Goods,Stationery and Office Supplies,Wholesale Trade,"Print Material, Paper/Stationery & Associated"
51,5113,Wholesale Trade - Nondurable Goods,Industrial and Personal Service Paper,Wholesale Trade,"Print Material, Paper/Stationery & Associated"
51,5122,Wholesale Trade - Nondurable Goods,"Drugs, Drug Proprietaries, and Druggists' Sundries",Wholesale Trade,Chemical/Pharma/Petrochem & Allied Products
51,5131,Wholesale Trade - Nondurable Goods,"Piece Goods, Notions, and Other Dry Good",Wholesale Trade,Finished Goods: Apparel & Accessories
51,5136,Wholesale Trade - Nondurable Goods,Men's and Boy's Clothing and Furnishings,Wholesale Trade,Finished Goods: Apparel & Accessories
51,5137,Wholesale Trade - Nondurable Goods,"Women's, Children's, and Infants' Clothing and Accessories",Wholesale Trade,Finished Goods: Apparel & Accessories
51,5139,Wholesale Trade - Nondurable Goods,Footwear,Wholesale Trade,Finished Goods: Apparel & Accessories
51,5141,Wholesale Trade - Nondurable Goods,"Groceries, General Line",Wholesale Trade,Consumable Goods: Food & Perishable
51,5142,Wholesale Trade - Nondurable Goods,Packaged Frozen Foods,Wholesale Trade,Consumable Goods: Food & Perishable
51,5143,Wholesale Trade - Nondurable Goods,"Dairy Products, Except Dried or Canned",Wholesale Trade,Consumable Goods: Food & Perishable
51,5144,Wholesale Trade - Nondurable Goods,Poultry and Poultry Products,Wholesale Trade,Consumable Goods: Food & Perishable
51,5145,Wholesale Trade - Nondurable Goods,Confectionery,Wholesale Trade,Consumable Goods: Food & Perishable
51,5146,Wholesale Trade - Nondurable Goods,Fish and Seafoods,Wholesale Trade,Consumable Goods: Food & Perishable
51,5147,Wholesale Trade - Nondurable Goods,Meats and Meat Products,Wholesale Trade,Consumable Goods: Food & Perishable
51,5148,Wholesale Trade - Nondurable Goods,Fresh Fruits and Vegetables,Wholesale Trade,Consumable Goods: Food & Perishable
51,5149,Wholesale Trade - Nondurable Goods,"Groceries and Related Products, NEC",Wholesale Trade,Consumable Goods: Food & Perishable
51,5153,Wholesale Trade - Nondurable Goods,Grain and Field Beans,Wholesale Trade,Consumable Goods: Food & Perishable
51,5154,Wholesale Trade - Nondurable Goods,Livestock,Wholesale Trade,Consumable Goods: Food & Perishable
51,5159,Wholesale Trade - Nondurable Goods,"Farm-Product Raw Materials, NEC",Wholesale Trade,Consumable Goods: Food & Perishable
