rp,curve,loss
rp_250,Caribbean Earthquake Grenada (AIR),29895771.00
rp_500,Caribbean Earthquake Grenada (AIR),73567420.00
rp_1000,Caribbean Earthquake Grenada (AIR),235030222.00
rp_5,Caribbean Earthquake Guadeloupe (AIR),0.00
rp_10,Caribbean Earthquake Guadeloupe (AIR),13268.00
rp_25,Caribbean Earthquake Guadeloupe (AIR),14722920.00
rp_50,Caribbean Earthquake Guadeloupe (AIR),86398842.00
rp_100,Caribbean Earthquake Guadeloupe (AIR),259431116.00
rp_200,Caribbean Earthquake Guadeloupe (AIR),743516826.00
rp_250,Caribbean Earthquake Guadeloupe (AIR),869835686.00
rp_500,Caribbean Earthquake Guadeloupe (AIR),1927739944.00
rp_1000,Caribbean Earthquake Guadeloupe (AIR),4156840201.00
rp_5,Caribbean Earthquake Haiti (AIR),49526.00
rp_10,Caribbean Earthquake Haiti (AIR),1994242.00
rp_25,Caribbean Earthquake Haiti (AIR),25352669.00
rp_50,Caribbean Earthquake Haiti (AIR),95624271.00
rp_100,Caribbean Earthquake Haiti (AIR),267466249.00
rp_200,Caribbean Earthquake Haiti (AIR),516772427.00
rp_250,Caribbean Earthquake Haiti (AIR),724287843.00
rp_500,Caribbean Earthquake Haiti (AIR),1375984660.00
rp_1000,Caribbean Earthquake Haiti (AIR),2649341755.00
rp_5,Caribbean Earthquake Jamaica (AIR),0.00
rp_10,Caribbean Earthquake Jamaica (AIR),1355812.00
rp_25,Caribbean Earthquake Jamaica (AIR),36495602.00
rp_50,Caribbean Earthquake Jamaica (AIR),156178723.00
rp_100,Caribbean Earthquake Jamaica (AIR),594987381.00
rp_200,Caribbean Earthquake Jamaica (AIR),1515389941.00
rp_250,Caribbean Earthquake Jamaica (AIR),1790155190.00
rp_500,Caribbean Earthquake Jamaica (AIR),3215497879.00
rp_1000,Caribbean Earthquake Jamaica (AIR),4478752187.00
rp_5,Caribbean Earthquake Martinique (AIR),0.00
rp_10,Caribbean Earthquake Martinique (AIR),0.00
rp_25,Caribbean Earthquake Martinique (AIR),204852.00
rp_50,Caribbean Earthquake Martinique (AIR),21495976.00
rp_100,Caribbean Earthquake Martinique (AIR),94124403.00
rp_200,Caribbean Earthquake Martinique (AIR),321426453.00
rp_250,Caribbean Earthquake Martinique (AIR),490390884.00
rp_500,Caribbean Earthquake Martinique (AIR),1293220827.00
rp_1000,Caribbean Earthquake Martinique (AIR),3365686436.00
rp_5,Caribbean Earthquake Montserrat (AIR),0.00
rp_10,Caribbean Earthquake Montserrat (AIR),0.00
rp_25,Caribbean Earthquake Montserrat (AIR),0.00
rp_50,Caribbean Earthquake Montserrat (AIR),68125.00
rp_100,Caribbean Earthquake Montserrat (AIR),703206.00
rp_200,Caribbean Earthquake Montserrat (AIR),2715151.00
rp_250,Caribbean Earthquake Montserrat (AIR),4038042.00
rp_500,Caribbean Earthquake Montserrat (AIR),13859659.00
rp_1000,Caribbean Earthquake Montserrat (AIR),26091684.00
rp_5,Caribbean Earthquake Puerto Rico (AIR),0.00
rp_10,Caribbean Earthquake Puerto Rico (AIR),139293.00
rp_25,Caribbean Earthquake Puerto Rico (AIR),21027126.00
rp_50,Caribbean Earthquake Puerto Rico (AIR),171218906.00
rp_100,Caribbean Earthquake Puerto Rico (AIR),578662283.00
rp_200,Caribbean Earthquake Puerto Rico (AIR),1779795335.00
rp_250,Caribbean Earthquake Puerto Rico (AIR),2229962300.00
rp_500,Caribbean Earthquake Puerto Rico (AIR),4739271028.00
rp_1000,Caribbean Earthquake Puerto Rico (AIR),9103912899.00
rp_5,Caribbean Earthquake Saint Barthelemy (AIR),0.00
rp_10,Caribbean Earthquake Saint Barthelemy (AIR),0.00
rp_25,Caribbean Earthquake Saint Barthelemy (AIR),0.00
rp_50,Caribbean Earthquake Saint Barthelemy (AIR),558598.00
rp_100,Caribbean Earthquake Saint Barthelemy (AIR),6615696.00
rp_200,Caribbean Earthquake Saint Barthelemy (AIR),61321237.00
rp_250,Caribbean Earthquake Saint Barthelemy (AIR),89718241.00
rp_500,Caribbean Earthquake Saint Barthelemy (AIR),312691803.00
rp_1000,Caribbean Earthquake Saint Barthelemy (AIR),487880766.00
rp_5,Caribbean Earthquake Saint Kitts & Nevis (AIR),0.00
rp_10,Caribbean Earthquake Saint Kitts & Nevis (AIR),0.00
rp_25,Caribbean Earthquake Saint Kitts & Nevis (AIR),0.00
rp_50,Caribbean Earthquake Saint Kitts & Nevis (AIR),1788926.00
rp_100,Caribbean Earthquake Saint Kitts & Nevis (AIR),10573906.00
rp_200,Caribbean Earthquake Saint Kitts & Nevis (AIR),30313889.00
rp_250,Caribbean Earthquake Saint Kitts & Nevis (AIR),52889880.00
rp_500,Caribbean Earthquake Saint Kitts & Nevis (AIR),166057930.00
rp_1000,Caribbean Earthquake Saint Kitts & Nevis (AIR),299236771.00
rp_5,Caribbean Earthquake Saint Lucia (AIR),0.00
rp_10,Caribbean Earthquake Saint Lucia (AIR),0.00
rp_25,Caribbean Earthquake Saint Lucia (AIR),0.00
rp_50,Caribbean Earthquake Saint Lucia (AIR),8114203.00
rp_100,Caribbean Earthquake Saint Lucia (AIR),46336039.00
rp_200,Caribbean Earthquake Saint Lucia (AIR),126605064.00
rp_250,Caribbean Earthquake Saint Lucia (AIR),157300135.00
rp_500,Caribbean Earthquake Saint Lucia (AIR),272603301.00
rp_1000,Caribbean Earthquake Saint Lucia (AIR),571282388.00
rp_5,Caribbean Earthquake Saint Martin (AIR),0.00
rp_10,Caribbean Earthquake Saint Martin (AIR),0.00
rp_25,Caribbean Earthquake Saint Martin (AIR),0.00
rp_50,Caribbean Earthquake Saint Martin (AIR),2776136.00
rp_100,Caribbean Earthquake Saint Martin (AIR),15128387.00
rp_200,Caribbean Earthquake Saint Martin (AIR),53750164.00
rp_250,Caribbean Earthquake Saint Martin (AIR),68335084.00
rp_500,Caribbean Earthquake Saint Martin (AIR),291871631.00
rp_1000,Caribbean Earthquake Saint Martin (AIR),507034473.00
rp_5,Caribbean Earthquake Saint Vincent and the Grenadines (AIR),0.00
rp_10,Caribbean Earthquake Saint Vincent and the Grenadines (AIR),0.00
rp_25,Caribbean Earthquake Saint Vincent and the Grenadines (AIR),0.00
rp_50,Caribbean Earthquake Saint Vincent and the Grenadines (AIR),1294633.00
rp_100,Caribbean Earthquake Saint Vincent and the Grenadines (AIR),5893815.00
rp_200,Caribbean Earthquake Saint Vincent and the Grenadines (AIR),25291297.00
rp_250,Caribbean Earthquake Saint Vincent and the Grenadines (AIR),35777101.00
rp_500,Caribbean Earthquake Saint Vincent and the Grenadines (AIR),80099975.00
rp_1000,Caribbean Earthquake Saint Vincent and the Grenadines (AIR),148861045.00
rp_5,Caribbean Earthquake Trinidad & Tobago (AIR),0.00
rp_10,Caribbean Earthquake Trinidad & Tobago (AIR),1376.00
rp_25,Caribbean Earthquake Trinidad & Tobago (AIR),5072142.00
rp_50,Caribbean Earthquake Trinidad & Tobago (AIR),45748355.00
rp_100,Caribbean Earthquake Trinidad & Tobago (AIR),173720600.00
rp_200,Caribbean Earthquake Trinidad & Tobago (AIR),394676482.00
rp_250,Caribbean Earthquake Trinidad & Tobago (AIR),661729273.00
rp_500,Caribbean Earthquake Trinidad & Tobago (AIR),1528711873.00
rp_1000,Caribbean Earthquake Trinidad & Tobago (AIR),3778534505.00
rp_5,Caribbean Earthquake Turks & Caicos Islands (AIR),0.00
rp_10,Caribbean Earthquake Turks & Caicos Islands (AIR),0.00
rp_25,Caribbean Earthquake Turks & Caicos Islands (AIR),0.00
rp_50,Caribbean Earthquake Turks & Caicos Islands (AIR),0.00
rp_100,Caribbean Earthquake Turks & Caicos Islands (AIR),0.00
rp_200,Caribbean Earthquake Turks & Caicos Islands (AIR),1095068.00
rp_250,Caribbean Earthquake Turks & Caicos Islands (AIR),2767925.00
rp_500,Caribbean Earthquake Turks & Caicos Islands (AIR),9486901.00
rp_1000,Caribbean Earthquake Turks & Caicos Islands (AIR),36191745.00
rp_5,Caribbean Earthquake US Virgin Islands (AIR),0.00
rp_10,Caribbean Earthquake US Virgin Islands (AIR),0.00
rp_25,Caribbean Earthquake US Virgin Islands (AIR),3247.00
rp_50,Caribbean Earthquake US Virgin Islands (AIR),2920284.00
rp_100,Caribbean Earthquake US Virgin Islands (AIR),24769301.00
rp_200,Caribbean Earthquake US Virgin Islands (AIR),163189260.00
rp_250,Caribbean Earthquake US Virgin Islands (AIR),215750932.00
rp_500,Caribbean Earthquake US Virgin Islands (AIR),590007492.00
rp_1000,Caribbean Earthquake US Virgin Islands (AIR),1087856502.00
rp_5,Central America Earthquake Belize (AIR),0.00
rp_10,Central America Earthquake Belize (AIR),0.00
rp_25,Central America Earthquake Belize (AIR),762.00
rp_50,Central America Earthquake Belize (AIR),23578.00
rp_100,Central America Earthquake Belize (AIR),269437.00
rp_200,Central America Earthquake Belize (AIR),1016342.00
rp_250,Central America Earthquake Belize (AIR),1583548.00
rp_500,Central America Earthquake Belize (AIR),4792622.00
rp_1000,Central America Earthquake Belize (AIR),12723529.00
rp_5,Central America Earthquake Costa Rica (AIR),18548122.00
rp_10,Central America Earthquake Costa Rica (AIR),79263560.00
rp_25,Central America Earthquake Costa Rica (AIR),613018071.00
rp_50,Central America Earthquake Costa Rica (AIR),2263322057.00
rp_100,Central America Earthquake Costa Rica (AIR),4976420825.00
rp_200,Central America Earthquake Costa Rica (AIR),7286358315.00
rp_250,Central America Earthquake Costa Rica (AIR),8287179439.00
rp_500,Central America Earthquake Costa Rica (AIR),10610247181.00
rp_1000,Central America Earthquake Costa Rica (AIR),13002962918.00
rp_5,Central America Earthquake El Salvador (AIR),9503363.00
rp_10,Central America Earthquake El Salvador (AIR),129751125.00
rp_25,Central America Earthquake El Salvador (AIR),1022272471.00
rp_50,Central America Earthquake El Salvador (AIR),2275051488.00
rp_100,Central America Earthquake El Salvador (AIR),3631920634.00
rp_200,Central America Earthquake El Salvador (AIR),4894864267.00
rp_250,Central America Earthquake El Salvador (AIR),5266153362.00
rp_500,Central America Earthquake El Salvador (AIR),6302326314.00
rp_1000,Central America Earthquake El Salvador (AIR),7024144493.00
rp_5,Central America Earthquake Guatemala (AIR),5249455.00
rp_10,Central America Earthquake Guatemala (AIR),43739497.00
rp_25,Central America Earthquake Guatemala (AIR),256702083.00
rp_50,Central America Earthquake Guatemala (AIR),598496993.00
rp_100,Central America Earthquake Guatemala (AIR),1324760011.00
rp_200,Central America Earthquake Guatemala (AIR),2249460060.00
rp_250,Central America Earthquake Guatemala (AIR),2895496349.00
rp_500,Central America Earthquake Guatemala (AIR),4319058127.00
rp_1000,Central America Earthquake Guatemala (AIR),5582265882.00
rp_5,Central America Earthquake Honduras (AIR),28238.00
rp_10,Central America Earthquake Honduras (AIR),489652.00
rp_25,Central America Earthquake Honduras (AIR),5827206.00
rp_50,Central America Earthquake Honduras (AIR),23712977.00
rp_100,Central America Earthquake Honduras (AIR),65055083.00
rp_200,Central America Earthquake Honduras (AIR),171130208.00
rp_250,Central America Earthquake Honduras (AIR),222696546.00
rp_500,Central America Earthquake Honduras (AIR),621192137.00
rp_1000,Central America Earthquake Honduras (AIR),1127007727.00
rp_5,Central America Earthquake Nicaragua (AIR),95320.00
rp_10,Central America Earthquake Nicaragua (AIR),1746386.00
rp_25,Central America Earthquake Nicaragua (AIR),29708748.00
rp_50,Central America Earthquake Nicaragua (AIR),131428596.00
rp_100,Central America Earthquake Nicaragua (AIR),295188810.00
rp_200,Central America Earthquake Nicaragua (AIR),467768172.00
rp_250,Central America Earthquake Nicaragua (AIR),499188722.00
rp_500,Central America Earthquake Nicaragua (AIR),617804235.00
rp_1000,Central America Earthquake Nicaragua (AIR),750854735.00
rp_5,Central America Earthquake Panama (AIR),596556.00
rp_10,Central America Earthquake Panama (AIR),3209050.00
rp_25,Central America Earthquake Panama (AIR),16007826.00
rp_50,Central America Earthquake Panama (AIR),31312253.00
rp_100,Central America Earthquake Panama (AIR),57712161.00
rp_200,Central America Earthquake Panama (AIR),96317205.00
rp_250,Central America Earthquake Panama (AIR),111155206.00
rp_500,Central America Earthquake Panama (AIR),169165566.00
rp_1000,Central America Earthquake Panama (AIR),250637870.00
rp_5,Central America Earthquake (AIR),202888762.00
rp_10,Central America Earthquake (AIR),781385757.00
rp_25,Central America Earthquake (AIR),2567808204.00
rp_50,Central America Earthquake (AIR),4515881682.00
rp_100,Central America Earthquake (AIR),6097703778.00
rp_200,Central America Earthquake (AIR),7600108755.00
rp_250,Central America Earthquake (AIR),8384253457.00
rp_500,Central America Earthquake (AIR),10610247181.00
rp_1000,Central America Earthquake (AIR),13002962918.00
rp_5,Central America Windstorm Belize (AIR),5098446.00
rp_10,Central America Windstorm Belize (AIR),20059565.00
rp_25,Central America Windstorm Belize (AIR),77368670.00
rp_50,Central America Windstorm Belize (AIR),157997187.00
rp_100,Central America Windstorm Belize (AIR),296360139.00
rp_200,Central America Windstorm Belize (AIR),476242449.00
rp_250,Central America Windstorm Belize (AIR),531017028.00
rp_500,Central America Windstorm Belize (AIR),655362742.00
rp_1000,Central America Windstorm Belize (AIR),728117099.00
rp_5,Central America Windstorm Costa  (AIR),0.00
rp_10,Central America Windstorm Costa  (AIR),9375.00
rp_25,Central America Windstorm Costa  (AIR),7113140.00
rp_50,Central America Windstorm Costa  (AIR),79085912.00
rp_100,Central America Windstorm Costa  (AIR),260932687.00
rp_200,Central America Windstorm Costa  (AIR),585238507.00
rp_250,Central America Windstorm Costa  (AIR),731444757.00
rp_500,Central America Windstorm Costa  (AIR),1128164553.00
rp_1000,Central America Windstorm Costa  (AIR),2008966102.00
rp_5,Central America Windstorm El Salvador (AIR),1316226.00
rp_10,Central America Windstorm El Salvador (AIR),21506408.00
rp_25,Central America Windstorm El Salvador (AIR),114537238.00
rp_50,Central America Windstorm El Salvador (AIR),276839820.00
rp_100,Central America Windstorm El Salvador (AIR),454893586.00
rp_200,Central America Windstorm El Salvador (AIR),606263825.00
rp_250,Central America Windstorm El Salvador (AIR),690725696.00
rp_500,Central America Windstorm El Salvador (AIR),857891306.00
rp_1000,Central America Windstorm El Salvador (AIR),1056998700.00
rp_5,Central America Windstorm Guatemala (AIR),18522849.00
rp_10,Central America Windstorm Guatemala (AIR),81524570.00
rp_25,Central America Windstorm Guatemala (AIR),198102201.00
rp_50,Central America Windstorm Guatemala (AIR),311194841.00
rp_100,Central America Windstorm Guatemala (AIR),422939913.00
rp_200,Central America Windstorm Guatemala (AIR),569450918.00
rp_250,Central America Windstorm Guatemala (AIR),655955251.00
rp_500,Central America Windstorm Guatemala (AIR),828353752.00
rp_1000,Central America Windstorm Guatemala (AIR),961774387.00
rp_5,Central America Windstorm Honduras (AIR),9727149.00
rp_10,Central America Windstorm Honduras (AIR),46146478.00
rp_25,Central America Windstorm Honduras (AIR),134108785.00
rp_50,Central America Windstorm Honduras (AIR),241558924.00
rp_100,Central America Windstorm Honduras (AIR),416377671.00
rp_200,Central America Windstorm Honduras (AIR),680843644.00
rp_250,Central America Windstorm Honduras (AIR),788571665.00
rp_500,Central America Windstorm Honduras (AIR),1360848056.00
rp_1000,Central America Windstorm Honduras (AIR),2302522900.00
rp_5,Central America Windstorm Nicaragua (AIR),126942.00
rp_10,Central America Windstorm Nicaragua (AIR),1817608.00
rp_25,Central America Windstorm Nicaragua (AIR),14018443.00
rp_50,Central America Windstorm Nicaragua (AIR),35295366.00
rp_100,Central America Windstorm Nicaragua (AIR),73090405.00
rp_200,Central America Windstorm Nicaragua (AIR),135016835.00
rp_250,Central America Windstorm Nicaragua (AIR),151051453.00
rp_500,Central America Windstorm Nicaragua (AIR),212804842.00
rp_1000,Central America Windstorm Nicaragua (AIR),311083515.00
rp_5,Central America Windstorm Panama (AIR),0.00
rp_10,Central America Windstorm Panama (AIR),0.00
rp_25,Central America Windstorm Panama (AIR),47199.00
rp_50,Central America Windstorm Panama (AIR),1200701.00
rp_100,Central America Windstorm Panama (AIR),3375823.00
rp_200,Central America Windstorm Panama (AIR),8415034.00
rp_250,Central America Windstorm Panama (AIR),10256856.00
rp_500,Central America Windstorm Panama (AIR),27424539.00
rp_1000,Central America Windstorm Panama (AIR),38776184.00
rp_5,Central America Windstorm (AIR),104724814.00
rp_10,Central America Windstorm (AIR),255964370.00
rp_25,Central America Windstorm (AIR),561249229.00
rp_50,Central America Windstorm (AIR),816115413.00
rp_100,Central America Windstorm (AIR),1224853561.00
rp_200,Central America Windstorm (AIR),1720395552.00
rp_250,Central America Windstorm (AIR),1944114076.00
rp_500,Central America Windstorm (AIR),2524252743.00
rp_1000,Central America Windstorm (AIR),3356978647.00
rp_5,South America Earthquake Chile (AIR),84135508.00
rp_10,South America Earthquake Chile (AIR),458405212.00
rp_25,South America Earthquake Chile (AIR),2763142496.00
rp_50,South America Earthquake Chile (AIR),8451669942.00
rp_100,South America Earthquake Chile (AIR),18035965088.00
rp_200,South America Earthquake Chile (AIR),24049772867.00
rp_250,South America Earthquake Chile (AIR),25776759985.00
rp_500,South America Earthquake Chile (AIR),30724966746.00
rp_1000,South America Earthquake Chile (AIR),34036762354.00
rp_5,South America Earthquake Colombia (AIR),6400836.00
rp_10,South America Earthquake Colombia (AIR),46836395.00
rp_25,South America Earthquake Colombia (AIR),284046588.00
rp_50,South America Earthquake Colombia (AIR),736859972.00
rp_100,South America Earthquake Colombia (AIR),1432084563.00
rp_200,South America Earthquake Colombia (AIR),2279683210.00
rp_250,South America Earthquake Colombia (AIR),2433746142.00
rp_500,South America Earthquake Colombia (AIR),7162698735.00
rp_1000,South America Earthquake Colombia (AIR),32142791076.00
rp_5,South America Earthquake Peru (AIR),36946280.00
rp_10,South America Earthquake Peru (AIR),257967251.00
rp_25,South America Earthquake Peru (AIR),916282474.00
rp_50,South America Earthquake Peru (AIR),1924991377.00
rp_100,South America Earthquake Peru (AIR),13760388822.00
rp_200,South America Earthquake Peru (AIR),30268120623.00
rp_250,South America Earthquake Peru (AIR),35779380321.00
rp_500,South America Earthquake Peru (AIR),42239890176.00
rp_1000,South America Earthquake Peru (AIR),46646712860.00
rp_5,South America Earthquake (AIR),576438284.00
rp_10,South America Earthquake (AIR),1926725100.00
rp_25,South America Earthquake (AIR),10680729685.00
rp_50,South America Earthquake (AIR),23274099394.00
rp_100,South America Earthquake (AIR),31945323629.00
rp_200,South America Earthquake (AIR),37986162368.00
rp_250,South America Earthquake (AIR),41371023309.00
rp_500,South America Earthquake (AIR),48760868052.00
rp_1000,South America Earthquake (AIR),56836366562.00
rp_5,Asia Earthquake China (AIR),15942202.00
rp_10,Asia Earthquake China (AIR),58541245.00
rp_25,Asia Earthquake China (AIR),209945062.00
rp_50,Asia Earthquake China (AIR),519167004.00
rp_100,Asia Earthquake China (AIR),1092376031.00
rp_200,Asia Earthquake China (AIR),2057778977.00
rp_250,Asia Earthquake China (AIR),2816429021.00
rp_500,Asia Earthquake China (AIR),4479012759.00
rp_1000,Asia Earthquake China (AIR),8180378359.00
rp_5,Asia Earthquake Indonesia (AIR),9903715.00
rp_10,Asia Earthquake Indonesia (AIR),24036264.00
rp_25,Asia Earthquake Indonesia (AIR),59912313.00
rp_50,Asia Earthquake Indonesia (AIR),109687863.00
rp_100,Asia Earthquake Indonesia (AIR),207974988.00
rp_200,Asia Earthquake Indonesia (AIR),371082694.00
rp_250,Asia Earthquake Indonesia (AIR),469928281.00
rp_500,Asia Earthquake Indonesia (AIR),645744174.00
rp_1000,Asia Earthquake Indonesia (AIR),891256818.00
rp_5,Asia Earthquake Philippines (AIR),47939994.00
rp_10,Asia Earthquake Philippines (AIR),131085712.00
rp_25,Asia Earthquake Philippines (AIR),388914549.00
rp_50,Asia Earthquake Philippines (AIR),729524690.00
rp_100,Asia Earthquake Philippines (AIR),1263933643.00
rp_200,Asia Earthquake Philippines (AIR),2089267091.00
rp_250,Asia Earthquake Philippines (AIR),2367974439.00
rp_500,Asia Earthquake Philippines (AIR),2998813163.00
rp_1000,Asia Earthquake Philippines (AIR),4222323295.00
rp_5,Asia Earthquake Taiwan (AIR),203835665.00
rp_10,Asia Earthquake Taiwan (AIR),680710223.00
rp_25,Asia Earthquake Taiwan (AIR),2325351537.00
rp_50,Asia Earthquake Taiwan (AIR),4484431478.00
rp_100,Asia Earthquake Taiwan (AIR),7936958627.00
rp_200,Asia Earthquake Taiwan (AIR),10916056448.00
rp_250,Asia Earthquake Taiwan (AIR),11853927827.00
rp_500,Asia Earthquake Taiwan (AIR),14458850797.00
rp_1000,Asia Earthquake Taiwan (AIR),17032998151.00
rp_5,Asia Earthquake (ex Japan) (AIR),387377004.00
rp_10,Asia Earthquake (ex Japan) (AIR),995502253.00
rp_25,Asia Earthquake (ex Japan) (AIR),2770160600.00
rp_50,Asia Earthquake (ex Japan) (AIR),5178967862.00
rp_100,Asia Earthquake (ex Japan) (AIR),8488698298.00
rp_200,Asia Earthquake (ex Japan) (AIR),11276899471.00
rp_250,Asia Earthquake (ex Japan) (AIR),12396739361.00
rp_500,Asia Earthquake (ex Japan) (AIR),15082438360.00
rp_1000,Asia Earthquake (ex Japan) (AIR),18655021938.00
rp_5,Asia Windstorm China (AIR),296462816.00
rp_10,Asia Windstorm China (AIR),469670017.00
rp_25,Asia Windstorm China (AIR),762376145.00
rp_50,Asia Windstorm China (AIR),1107794969.00
rp_100,Asia Windstorm China (AIR),1582964180.00
rp_200,Asia Windstorm China (AIR),2461355736.00
rp_250,Asia Windstorm China (AIR),2607664350.00
rp_500,Asia Windstorm China (AIR),3985923532.00
rp_1000,Asia Windstorm China (AIR),5774434518.00
rp_5,Asia Windstorm Hong Kong (AIR),142715050.00
rp_10,Asia Windstorm Hong Kong (AIR),310167207.00
rp_25,Asia Windstorm Hong Kong (AIR),617408361.00
rp_50,Asia Windstorm Hong Kong (AIR),919139159.00
rp_100,Asia Windstorm Hong Kong (AIR),1388177663.00
rp_200,Asia Windstorm Hong Kong (AIR),1974911150.00
rp_250,Asia Windstorm Hong Kong (AIR),2191862748.00
rp_500,Asia Windstorm Hong Kong (AIR),2702062610.00
rp_1000,Asia Windstorm Hong Kong (AIR),3475127309.00
rp_5,Asia Windstorm Philippines (AIR),139313676.00
rp_10,Asia Windstorm Philippines (AIR),209868172.00
rp_25,Asia Windstorm Philippines (AIR),339628812.00
rp_50,Asia Windstorm Philippines (AIR),455137419.00
rp_100,Asia Windstorm Philippines (AIR),605024193.00
rp_200,Asia Windstorm Philippines (AIR),781705499.00
rp_250,Asia Windstorm Philippines (AIR),864912356.00
rp_500,Asia Windstorm Philippines (AIR),1076021422.00
rp_1000,Asia Windstorm Philippines (AIR),1494125720.00
rp_5,Asia Windstorm South Korea (AIR),156457771.00
rp_10,Asia Windstorm South Korea (AIR),355545469.00
rp_25,Asia Windstorm South Korea (AIR),659582783.00
rp_50,Asia Windstorm South Korea (AIR),990696472.00
rp_100,Asia Windstorm South Korea (AIR),1349874858.00
rp_200,Asia Windstorm South Korea (AIR),1726910673.00
rp_250,Asia Windstorm South Korea (AIR),1878337865.00
rp_500,Asia Windstorm South Korea (AIR),2562021505.00
rp_1000,Asia Windstorm South Korea (AIR),3093547739.00
rp_5,Asia Windstorm Taiwan (AIR),44121939.00
rp_10,Asia Windstorm Taiwan (AIR),78659459.00
rp_25,Asia Windstorm Taiwan (AIR),146101519.00
rp_50,Asia Windstorm Taiwan (AIR),229771607.00
rp_100,Asia Windstorm Taiwan (AIR),321597890.00
rp_200,Asia Windstorm Taiwan (AIR),464191055.00
rp_250,Asia Windstorm Taiwan (AIR),553883829.00
rp_500,Asia Windstorm Taiwan (AIR),817225197.00
rp_1000,Asia Windstorm Taiwan (AIR),1040872341.00
rp_5,Asia windstorm (ex Japan) (AIR),719684821.00
rp_10,Asia windstorm (ex Japan) (AIR),964533748.00
rp_25,Asia windstorm (ex Japan) (AIR),1538689109.00
rp_50,Asia windstorm (ex Japan) (AIR),2132519414.00
rp_100,Asia windstorm (ex Japan) (AIR),3047444954.00
rp_200,Asia windstorm (ex Japan) (AIR),4010266533.00
rp_250,Asia windstorm (ex Japan) (AIR),4507555833.00
rp_500,Asia windstorm (ex Japan) (AIR),5828380984.00
rp_1000,Asia windstorm (ex Japan) (AIR),7562271145.00
rp_5,US Windstorm/Hurricane (RMS),17022359114.00
rp_10,US Windstorm/Hurricane (RMS),37317823658.00
rp_25,US Windstorm/Hurricane (RMS),74475134797.00
rp_50,US Windstorm/Hurricane (RMS),110892838162.00
rp_100,US Windstorm/Hurricane (RMS),155076232223.00
rp_200,US Windstorm/Hurricane (RMS),210691182639.00
rp_250,US Windstorm/Hurricane (RMS),231620221337.00
rp_500,US Windstorm/Hurricane (RMS),305130613567.00
rp_1000,US Windstorm/Hurricane (RMS),392272342528.00
rp_5,US Winterstorm (RMS),2085239318.00
rp_10,US Winterstorm (RMS),3417290053.00
rp_25,US Winterstorm (RMS),5991138801.00
rp_50,US Winterstorm (RMS),8697748273.00
rp_100,US Winterstorm (RMS),12070577057.00
rp_200,US Winterstorm (RMS),16199647825.00
rp_250,US Winterstorm (RMS),17738585584.00
rp_500,US Winterstorm (RMS),23528422961.00
rp_1000,US Winterstorm (RMS),31161333463.00
rp_5,US EQ & FF (RMS),1049738057.00
rp_10,US EQ & FF (RMS),4247181125.00
rp_25,US EQ & FF (RMS),16570137713.00
rp_50,US EQ & FF (RMS),32078125092.00
rp_100,US EQ & FF (RMS),51696220218.00
rp_200,US EQ & FF (RMS),74838160199.00
rp_250,US EQ & FF (RMS),83051521756.00
rp_500,US EQ & FF (RMS),111879798505.00
rp_1000,US EQ & FF (RMS),146121159259.00
rp_5,US Convective Storm (RMS),5540882796.00
rp_10,US Convective Storm (RMS),7484652174.00
rp_25,US Convective Storm (RMS),10416619231.00
rp_50,US Convective Storm (RMS),12970333797.00
rp_100,US Convective Storm (RMS),15954323295.00
rp_200,US Convective Storm (RMS),19545089994.00
rp_250,US Convective Storm (RMS),20881815430.00
rp_500,US Convective Storm (RMS),25754391076.00
rp_1000,US Convective Storm (RMS),32098826011.00
rp_5,Florida HU & SS (RMS),7378967310.00
rp_10,Florida HU & SS (RMS),23963856279.00
rp_25,Florida HU & SS (RMS),53969819729.00
rp_50,Florida HU & SS (RMS),84920507224.00
rp_100,Florida HU & SS (RMS),124031366953.00
rp_200,Florida HU & SS (RMS),174762897409.00
rp_250,Florida HU & SS (RMS),196199398163.00
rp_500,Florida HU & SS (RMS),269731867971.00
rp_1000,Florida HU & SS (RMS),342478347127.00
rp_5,US Wildfire,147015000.00
rp_10,US Wildfire,208180000.00
rp_25,US Wildfire,364901667.00
rp_50,US Wildfire,536860000.00
rp_100,US Wildfire,715750000.00
rp_200,US Wildfire,987236667.00
rp_250,US Wildfire,1122980000.00
rp_500,US Wildfire,1361680000.00
rp_1000,US Wildfire,1839080000.00
rp_5,US Winterstorm (AIR),2436274935.00
rp_10,US Winterstorm (AIR),3403262052.00
rp_25,US Winterstorm (AIR),5110203336.00
rp_50,US Winterstorm (AIR),6683549969.00
rp_100,US Winterstorm (AIR),8954096117.00
rp_200,US Winterstorm (AIR),11113582302.00
rp_250,US Winterstorm (AIR),11856592323.00
rp_500,US Winterstorm (AIR),14503906149.00
rp_1000,US Winterstorm (AIR),18790068614.00
rp_5,Curve Placeholder 1,0
rp_10,Curve Placeholder 1,0
rp_25,Curve Placeholder 1,0
rp_50,Curve Placeholder 1,0
rp_100,Curve Placeholder 1,0
rp_200,Curve Placeholder 1,0
rp_250,Curve Placeholder 1,0
rp_500,Curve Placeholder 1,0
rp_1000,Curve Placeholder 1,0
rp_5,Nat Cat General - Hail,1.00
rp_10,Nat Cat General - Hail,1.35080499801711
rp_25,Nat Cat General - Hail,1.87995660898848
rp_50,Nat Cat General - Hail,2.340842475064280
rp_100,Nat Cat General - Hail,2.879382922116320
