SICCode,SICClass,Class,SuperClass,MacroDescription,SectorName,SectorID,F5Adj,UWComment,UWMessage,RegLevel,NONSCALevel,FrequencyGroup,SICCombined
3721,AIRCRAFT,AIRCRAFT AND PARTS,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,AIRCRAFT (3721)
3724,AIRCRAFT ENGINES AND ENGINE PARTS,AIRCRAFT AND PARTS,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,AIRCRAFT ENGINES AND ENGINE PARTS (3724)
3728,"AIRCRAFT PARTS AND EQUIPMENT, NEC",AIRCRAFT AND PARTS,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"AIRCRAFT PARTS AND EQUIPMENT, NEC (3728)"
3730,SHIP AND BOAT BUILDING AND REPAIRING,SHIP AND BOAT BUILDING AND REPAIRING,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,SHIP AND BOAT BUILDING AND REPAIRING (3730)
3731,SHIPBUILDING AND REPAIRING,SHIP AND BOAT BUILDING AND REPAIRING,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,SHIPBUILDING AND REPAIRING (3731)
3732,BOATBUILDING AND REPAIRING,SHIP AND BOAT BUILDING AND REPAIRING,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,BOATBUILDING AND REPAIRING (3732)
3743,RAILROAD EQUIPMENT,RAILROAD EQUIPMENT,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,RAILROAD EQUIPMENT (3743)
3751,"MOTORCYCLES, BICYCLES, AND PARTS","MOTORCYCLES, BICYCLES, AND PARTS",TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"MOTORCYCLES, BICYCLES, AND PARTS (3751)"
3760,"GUIDED MISSILES, SPACE VEHICLES, PARTS","GUIDED MISSILES, SPACE VEHICLES, PARTS",TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"GUIDED MISSILES, SPACE VEHICLES, PARTS (3760)"
3761,GUIDED MISSILES AND SPACE VEHICLES,"GUIDED MISSILES, SPACE VEHICLES, PARTS",TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,GUIDED MISSILES AND SPACE VEHICLES (3761)
3764,SPACE PROPULSION UNITS AND PARTS,"GUIDED MISSILES, SPACE VEHICLES, PARTS",TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,SPACE PROPULSION UNITS AND PARTS (3764)
3769,"SPACE VEHICLE EQUIPMENT, NEC","GUIDED MISSILES, SPACE VEHICLES, PARTS",TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"SPACE VEHICLE EQUIPMENT, NEC (3769)"
3790,MISCELLANEOUS TRANSPORTATION EQUIPMENT,MISCELLANEOUS TRANSPORTATION EQUIPMENT,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,MISCELLANEOUS TRANSPORTATION EQUIPMENT (3790)
3792,TRAVEL TRAILERS AND CAMPERS,MISCELLANEOUS TRANSPORTATION EQUIPMENT,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,TRAVEL TRAILERS AND CAMPERS (3792)
3795,TANKS AND TANK COMPONENTS,MISCELLANEOUS TRANSPORTATION EQUIPMENT,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,TANKS AND TANK COMPONENTS (3795)
3799,"TRANSPORTATION EQUIPMENT, NEC",MISCELLANEOUS TRANSPORTATION EQUIPMENT,TRANSPORTATION EQUIPMENT,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"TRANSPORTATION EQUIPMENT, NEC (3799)"
3812,SEARCH AND NAVIGATION EQUIPMENT,SEARCH AND NAVIGATION EQUIPMENT,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,SEARCH AND NAVIGATION EQUIPMENT (3812)
3821,LABORATORY APPARATUS AND FURNITURE,MEASURING AND CONTROLLING DEVICES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,LABORATORY APPARATUS AND FURNITURE (3821)
3822,ENVIRONMENTAL CONTROLS,MEASURING AND CONTROLLING DEVICES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,ENVIRONMENTAL CONTROLS (3822)
3823,PROCESS CONTROL INSTRUMENTS,MEASURING AND CONTROLLING DEVICES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,PROCESS CONTROL INSTRUMENTS (3823)
3824,FLUID METERS AND COUNTING DEVICES,MEASURING AND CONTROLLING DEVICES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,FLUID METERS AND COUNTING DEVICES (3824)
3825,INSTRUMENTS TO MEASURE ELECTRICITY,MEASURING AND CONTROLLING DEVICES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,INSTRUMENTS TO MEASURE ELECTRICITY (3825)
3826,ANALYTICAL INSTRUMENTS,MEASURING AND CONTROLLING DEVICES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,ANALYTICAL INSTRUMENTS (3826)
3827,OPTICAL INSTRUMENTS AND LENSES,MEASURING AND CONTROLLING DEVICES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,OPTICAL INSTRUMENTS AND LENSES (3827)
3829,"MEASURING AND CONTROLLING DEVICES, NEC",MEASURING AND CONTROLLING DEVICES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"MEASURING AND CONTROLLING DEVICES, NEC (3829)"
3841,SURGICAL AND MEDICAL INSTRUMENTS,MEDICAL INSTRUMENTS AND SUPPLIES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES,23,0.05020673613522775,test,"-  Decrease frequency for best in class by up to 40% 
-  If no products at market, blend with pharma if pending FDA approval
-  Electromedical, Surgical and Medical Instrument manufactures represent greater than 50% of SCAs in this sector
-  Potential reimbursement issues
- Second head with NSW / WLI / JS /JWR  or Healthcare team ",1,1,S,SURGICAL AND MEDICAL INSTRUMENTS (3841)
3842,SURGICAL APPLIANCES AND SUPPLIES,MEDICAL INSTRUMENTS AND SUPPLIES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES,23,0.05020673613522775,test,"-  Decrease frequency for best in class by up to 40% 
-  If no products at market, blend with pharma if pending FDA approval
-  Electromedical, Surgical and Medical Instrument manufactures represent greater than 50% of SCAs in this sector
-  Potential reimbursement issues
- Second head with NSW / WLI / JS /JWR  or Healthcare team ",1,1,S,SURGICAL APPLIANCES AND SUPPLIES (3842)
3843,DENTAL EQUIPMENT AND SUPPLIES,MEDICAL INSTRUMENTS AND SUPPLIES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES,23,0.05020673613522775,test,"-  Decrease frequency for best in class by up to 40% 
-  If no products at market, blend with pharma if pending FDA approval
-  Electromedical, Surgical and Medical Instrument manufactures represent greater than 50% of SCAs in this sector
-  Potential reimbursement issues
- Second head with NSW / WLI / JS /JWR  or Healthcare team ",1,1,S,DENTAL EQUIPMENT AND SUPPLIES (3843)
3844,X-RAY APPARATUS AND TUBES,MEDICAL INSTRUMENTS AND SUPPLIES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES,23,0.05020673613522775,test,"-  Decrease frequency for best in class by up to 40% 
-  If no products at market, blend with pharma if pending FDA approval
-  Electromedical, Surgical and Medical Instrument manufactures represent greater than 50% of SCAs in this sector
-  Potential reimbursement issues
- Second head with NSW / WLI / JS /JWR  or Healthcare team ",1,1,S,X-RAY APPARATUS AND TUBES (3844)
3845,ELECTROMEDICAL EQUIPMENT,MEDICAL INSTRUMENTS AND SUPPLIES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES,23,0.05020673613522775,test,"-  Decrease frequency for best in class by up to 40% 
-  If no products at market, blend with pharma if pending FDA approval
-  Electromedical, Surgical and Medical Instrument manufactures represent greater than 50% of SCAs in this sector
-  Potential reimbursement issues
- Second head with NSW / WLI / JS /JWR  or Healthcare team ",1,1,S,ELECTROMEDICAL EQUIPMENT (3845)
3851,OPHTHALMIC GOODS,OPTHALMIC GOODS,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES,23,0.05020673613522775,test,"-  Decrease frequency for best in class by up to 40% 
-  If no products at market, blend with pharma if pending FDA approval
-  Electromedical, Surgical and Medical Instrument manufactures represent greater than 50% of SCAs in this sector
-  Potential reimbursement issues
- Second head with NSW / WLI / JS /JWR  or Healthcare team ",1,1,S,OPHTHALMIC GOODS (3851)
3861,PHOTOGRAPHIC EQUIPMENT AND SUPPLIES,PHOTOGRAPHIC EQUIPMENT AND SUPPLIES,INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,PHOTOGRAPHIC EQUIPMENT AND SUPPLIES (3861)
3873,"WATCHES, CLOCKS, WATCHCASES, AND PARTS","WATCHES, CLOCKS, WATCHCASES & PARTS",INSTRUMENTS AND RELATED PRODUCTS,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"WATCHES, CLOCKS, WATCHCASES, AND PARTS (3873)"
3910,"JEWELRY, SILVERWARE, AND PLATED WARE","JEWELRY, SILVERWARE, AND PLATED WARE",MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"JEWELRY, SILVERWARE, AND PLATED WARE (3910)"
3911,"JEWELRY, PRECIOUS METAL","JEWELRY, SILVERWARE, AND PLATED WARE",MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"JEWELRY, PRECIOUS METAL (3911)"
3914,SILVERWARE AND PLATED WARE,"JEWELRY, SILVERWARE, AND PLATED WARE",MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,SILVERWARE AND PLATED WARE (3914)
3915,JEWELERS' MATERIALS AND LAPIDARY WORK,"JEWELRY, SILVERWARE, AND PLATED WARE",MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,JEWELERS' MATERIALS AND LAPIDARY WORK (3915)
3931,MUSICAL INSTRUMENTS,MUSICAL INSTRUMENTS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,MUSICAL INSTRUMENTS (3931)
3942,DOLLS AND STUFFED TOYS,TOS\YS AND SPORTING GOODS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,DOLLS AND STUFFED TOYS (3942)
3944,"GAMES, TOYS, AND CHILDREN'S VEHICLES",TOS\YS AND SPORTING GOODS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"GAMES, TOYS, AND CHILDREN'S VEHICLES (3944)"
3949,"SPORTING AND ATHLETIC GOODS, NEC",TOS\YS AND SPORTING GOODS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"SPORTING AND ATHLETIC GOODS, NEC (3949)"
3950,"PENS, PENCILS, OFFICE & ART SUPPLIES","PENS, PENCILS, OFFICE & ART SUPPLIES",MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"PENS, PENCILS, OFFICE & ART SUPPLIES (3950)"
3951,PENS AND MECHANICAL PENCILS,"PENS, PENCILS, OFFICE & ART SUPPLIES",MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,PENS AND MECHANICAL PENCILS (3951)
3952,LEAD PENCILS AND ART GOODS,"PENS, PENCILS, OFFICE & ART SUPPLIES",MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,LEAD PENCILS AND ART GOODS (3952)
3953,MARKING DEVICES,"PENS, PENCILS, OFFICE & ART SUPPLIES",MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,MARKING DEVICES (3953)
3955,CARBON PAPER AND INKED RIBBONS,"PENS, PENCILS, OFFICE & ART SUPPLIES",MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,CARBON PAPER AND INKED RIBBONS (3955)
3960,COSTUME JEWELRY AND NOTIONS,COSTUME JEWELRY AND NOTIONS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,COSTUME JEWELRY AND NOTIONS (3960)
3961,COSTUME JEWELRY,COSTUME JEWELRY AND NOTIONS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,COSTUME JEWELRY (3961)
3965,"FASTENERS, BUTTONS, NEEDLES, AND PINS",COSTUME JEWELRY AND NOTIONS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"FASTENERS, BUTTONS, NEEDLES, AND PINS (3965)"
3990,MISCELLANEOUS MANUFACTURERS,MISCELLANEOUS MANUFACTURERS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,MISCELLANEOUS MANUFACTURERS (3990)
3991,BROOMS AND BRUSHES,MISCELLANEOUS MANUFACTURERS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,BROOMS AND BRUSHES (3991)
3993,SIGNS AND ADVERTISING SPECIALTIES,MISCELLANEOUS MANUFACTURERS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,SIGNS AND ADVERTISING SPECIALTIES (3993)
3995,BURIAL CASKETS,MISCELLANEOUS MANUFACTURERS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,BURIAL CASKETS (3995)
3996,"HARD SURFACE FLOOR COVERINGS, NEC",MISCELLANEOUS MANUFACTURERS,MISCELLANEOUS MANUFACTURING INDUSTRIES,MANUFACTURING,MANUFACTURING (DURABLE),21,0.02698764866897454,test,"Be aware of the different types of companies in this sector
- Decrease frequency for traditional manufacturers and military prime contractors by up to 25%  
- Blend SIC code for Tech Manufacturers  or increase frequency by up to 25%  
-  Consider supply chain, destocking, and changes in demand exposure
- ",1,1,S,"HARD SURFACE FLOOR COVERINGS, NEC (3996)"
