Effective_Dt,SIC,Sector_Desc,Sector,Comment,Message,freqband5,f5Adj,InternationalIndustry,SICClass,dup,N_SIC,NAICS,NAICS Title,MMPEPL_COBMap,EPL_COBFactor,MMP - High Risk Segments
44621,2741,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Paper & Forest Products,MISCELLANEOUS PUBLISHING,1,2741,511120,Periodical Publishers,"Class not in Table A, B, C, or D",1,No
44621,2750,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2750,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2752,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Paper & Forest Products,"COMMERCIAL PRINTING, LITHOGRAPHIC",1,2752,323111,Commercial Printing (except Screen and Books),"Class not in Table A, B, C, or D",1,No
44621,2754,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Paper & Forest Products,"COMMERCIAL PRINTING, GRAVURE",1,2754,323111,Commercial Printing (except Screen and Books),"Class not in Table A, B, C, or D",1,No
44621,2759,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Paper & Forest Products,"COMMERCIAL PRINTING, N.E.C.",1,2759,323111,Commercial Printing (except Screen and Books),"Class not in Table A, B, C, or D",1,No
44621,2761,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Paper & Forest Products,MANIFOLD BUSINESS FORMS,1,2761,323111,Commercial Printing (except Screen and Books),"Class not in Table A, B, C, or D",1,No
44621,2771,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Paper & Forest Products,GREETING CARDS,1,2771,323111,Commercial Printing (except Screen and Books),"Class not in Table A, B, C, or D",1,No
44621,2780,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2780,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2782,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Paper & Forest Products,BLANKBOOKS AND LOOSELEAF BINDERS,1,2782,323111,Commercial Printing (except Screen and Books),"Class not in Table A, B, C, or D",1,No
44621,2789,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Paper & Forest Products,BOOKBINDING AND RELATED WORK,1,2789,323120,Support Activities for Printing,"Class not in Table A, B, C, or D",1,No
44621,2790,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2790,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2791,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Paper & Forest Products,TYPESETTING,1,2791,323120,Support Activities for Printing,"Class not in Table A, B, C, or D",1,No
44621,2796,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Construction & Engineering,PLATEMAKING SERVICES,1,2796,323120,Support Activities for Printing,"Class not in Table A, B, C, or D",1,No
44621,2800,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2800,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2810,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2810,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2812,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,ALKALIES AND CHLORINE,1,2812,325180,Other Basic Inorganic Chemical Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2813,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,INDUSTRIAL GASES,1,2813,325120,Industrial Gas Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2816,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,INORGANIC PIGMENTS,1,2816,325130,Synthetic Dye and Pigment Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2819,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,"INDUSTRIAL INORGANIC CHEMICALS, N.E.C.",1,2819,211130,Natural Gas Extraction,"Class not in Table A, B, C, or D",1,No
44621,2820,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2820,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2821,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,PLASTICS MATERIALS AND RESINS,1,2821,325211,Plastics Material and Resin Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2822,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,SYNTHETIC RUBBER,1,2822,325212,Synthetic Rubber Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2823,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,CELLULOSIC MANMADE FIBERS,1,2823,325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2824,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,"ORGANIC FIBERS, NONCELLULOSIC",1,2824,325220,Artificial and Synthetic Fibers and Filaments Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2840,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2840,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2841,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,SOAP AND OTHER DETERGENTS,1,2841,325611,Soap and Other Detergent Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2842,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,POLISHES AND SANITATION GOODS,1,2842,325612,Polish and Other Sanitation Good Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2843,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,SURFACE ACTIVE AGENTS,1,2843,325613,Surface Active Agent Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2844,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,TOILET PREPARATIONS,1,2844,325611,Soap and Other Detergent Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2851,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,PAINTS AND ALLIED PRODUCTS,1,2851,325510,Paint and Coating Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2860,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2860,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2861,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,GUM AND WOOD CHEMICALS,1,2861,325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing","Class not in Table A, B, C, or D",1,No
44621,2865,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,CYCLIC CRUDES AND INTERMEDIATES,1,2865,325110,Petrochemical Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2869,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,"INDUSTRIAL ORGANIC CHEMICALS, N.E.C.",1,2869,325110,Petrochemical Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2870,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2870,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2873,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,NITROGENOUS FERTILIZERS,1,2873,325311,Nitrogenous Fertilizer Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2874,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,PHOSPHATIC FERTILIZERS,1,2874,325312,Phosphatic Fertilizer Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2875,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,"FERTILIZERS, MIXING ONLY",1,2875,325314,Fertilizer (Mixing Only) Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2879,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,"AGRICULTURAL CHEMICALS, N.E.C.",1,2879,325320,Pesticide and Other Agricultural Chemical Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2890,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2890,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2891,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,ADHESIVES AND SEALANTS,1,2891,325520,Adhesive Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2892,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Aerospace & Defense,EXPLOSIVES,1,2892,325920,Explosives Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2893,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,PRINTING INK,1,2893,325910,Printing Ink Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2895,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,CARBON BLACK,1,2895,325180,Other Basic Inorganic Chemical Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2899,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,"CHEMICAL PREPARATIONS, N.E.C.",1,2899,311942,Spice and Extract Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2911,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,PETROLEUM REFINING,1,2911,324110,Petroleum Refineries,"Class not in Table A, B, C, or D",1,No
44621,2951,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,ASPHALT PAVING MIXTURES AND BLOCKS,1,2951,324121,Asphalt Paving Mixture and Block Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2952,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,ASPHALT FELTS AND COATINGS,1,2952,324122,Asphalt Shingle and Coating Materials Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2990,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Food Products,MEAT PACKING PLANTS,1,2990,311611,Animal (except Poultry) Slaughtering,"Class not in Table A, B, C, or D",1,No
44621,2992,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,LUBRICATING OILS AND GREASES,1,2992,324191,Petroleum Lubricating Oil and Grease Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,2999,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Chemicals,"PETROLEUM ANC COAL PRODUCTS, N.E.C.",1,2999,324199,All Other Petroleum and Coal Products Manufacturing,"Class not in Table A, B, C, or D",1,No
44621,3011,MANUFACTURING (NON DURABLE) EXC APPAREL,28,,"- Diverse sector with a broad range of products included.
- We do no write cannabis producers or distributers. 
- Be cautious of Packaged Food and Meat as well as Speciality Chemical companies due to higher claims levels. Speciality Chemical companies see a claims on average 5 years post IPO",0,0.0175,Auto Components,TIRES AND INNER TUBES,1,3011,326211,Tire Manufacturing (except Retreading),"Class not in Table A, B, C, or D",1,No
44621,1000,NATURAL RESOURCES,29,," - Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
- Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history. These companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use tailings dams and toxic chemicals.
- Beware Oil Majors, these companies may be highly exposed to environmental litigation
- Beware Thermal Coal Companies
- Beware miners exposed to countries with unstable governments and high risk of corruption
- Beware deep sea mining",0,0.02,Metals & Mining,IRON ORES,1,1000,212210,Iron Ore Mining,"Class not in Table A, B, C, or D",1,No
44621,1011,NATURAL RESOURCES,29,," - Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
- Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history. These companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use tailings dams and toxic chemicals.
- Beware Oil Majors, these companies may be highly exposed to environmental litigation
- Beware Thermal Coal Companies
- Beware miners exposed to countries with unstable governments and high risk of corruption
- Beware deep sea mining",0,0.02,Metals & Mining,IRON ORES,1,1011,212210,Iron Ore Mining,"Class not in Table A, B, C, or D",1,No
44621,1021,NATURAL RESOURCES,29,," - Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
- Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history. These companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use tailings dams and toxic chemicals.
- Beware Oil Majors, these companies may be highly exposed to environmental litigation
- Beware Thermal Coal Companies
- Beware miners exposed to countries with unstable governments and high risk of corruption
- Beware deep sea mining",0,0.02,Metals & Mining,COPPER ORES,1,1021,212230,"Copper, Nickel, Lead, and Zinc Mining","Class not in Table A, B, C, or D",1,No
44621,1031,NATURAL RESOURCES,29,," - Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
- Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history. These companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use tailings dams and toxic chemicals.
- Beware Oil Majors, these companies may be highly exposed to environmental litigation
- Beware Thermal Coal Companies
- Beware miners exposed to countries with unstable governments and high risk of corruption
- Beware deep sea mining",0,0.02,Metals & Mining,LEAD AND ZINC ORES,1,1031,212230,"Copper, Nickel, Lead, and Zinc Mining","Class not in Table A, B, C, or D",1,No
44621,1040,NATURAL RESOURCES,29,," - Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
- Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history. These companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use tailings dams and toxic chemicals.
- Beware Oil Majors, these companies may be highly exposed to environmental litigation
- Beware Thermal Coal Companies
- Beware miners exposed to countries with unstable governments and high risk of corruption
- Beware deep sea mining",0,0.02,Metals & Mining,IRON ORES,1,1040,212210,Iron Ore Mining,"Class not in Table A, B, C, or D",1,No
44621,1041,NATURAL RESOURCES,29,," - Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
- Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history. These companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use tailings dams and toxic chemicals.
- Beware Oil Majors, these companies may be highly exposed to environmental litigation
- Beware Thermal Coal Companies
- Beware miners exposed to countries with unstable governments and high risk of corruption
- Beware deep sea mining",0,0.02,Metals & Mining,GOLD ORES,1,1041,212221,Gold Ore Mining,"Class not in Table A, B, C, or D",1,No
44621,1044,NATURAL RESOURCES,29,," - Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
- Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history. These companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use tailings dams and toxic chemicals.
- Beware Oil Majors, these companies may be highly exposed to environmental litigation
- Beware Thermal Coal Companies
- Beware miners exposed to countries with unstable governments and high risk of corruption
- Beware deep sea mining",0,0.02,Metals & Mining,SILVER ORES,1,1044,212222,Silver Ore Mining,"Class not in Table A, B, C, or D",1,No
44621,1061,NATURAL RESOURCES,29,," - Decrease frequency up to 25% for traditional oil & gas companies (SIC Code 1311) that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history
- Decrease frequency up to 25% for MLPs that have demonstrated a strong commitment to compliance and have a stable balance sheet plus long operating history. These companies have had the largest share of SCAs for non-oil & gas companies and have environmental issues to address with the use tailings dams and toxic chemicals.
- Beware Oil Majors, these companies may be highly exposed to environmental litigation
- Beware Thermal Coal Companies
- Beware miners exposed to countries with unstable governments and high risk of corruption
- Beware deep sea mining",0,0.02,Metals & Mining,"FERROALLOY ORES, EXCEPT VANADIUM",1,1061,212230,"Copper, Nickel, Lead, and Zinc Mining","Class not in Table A, B, C, or D",1,No
